code;name;country;division_code;first_color;second_color
318895;Fernandópolis;Brazil;19102111;#A6D2E8;#D9F4FB
14123503;Independiente (San José);Argentina;14037263;#F8A0A1;#E2E3E3
3601820;Homburg;Germany;27;#9FEB9C;#F8FAF8
24011313;Glavice;Croatia;24000274;#EBA593;#E8D4B0
58145347;Sochi;Russia;130486;#284F64;#527288
7446368;Manresa;Spain;67023614;#D1A2A0;#CD645F
19239452;Jacobina;Brazil;19102111;#D6D7ED;#ABACD6
20041636;Boston Bolts;United States;164024;#345E8C;#EBECED
43077329;Fezzanese;Italy;1400400;#6DCE91;#20B053
19006291;Juventude Samas;Brazil;19102111;#E95368;#B3A0A2
1980;Bourg en B.;France;18;#1060A3;#59ABE3
5622886;Nam Dinh;Vietnam;8550000;#F8E718;#F89E9A
90018556;Farsley;United Kingdom;5123054;#5E6261;#9C9F9E
98000117;Bassecourt;Switzerland;5724965;#DCDA4F;#A5A022
109282;Pacy Ménilles RC;France;50046774;#A7D5E8;#62605F
904;Arminia Bielefeld;Germany;23;#139FEB;#F9FAFB
38004842;Mezokövesd;Hungary;7520391;#2A96D7;#F5F5F5
43058693;FeralpiSalò;Italy;43127173;#245E9D;#21945B
821;RoPS;Finland;129120;#AACEEC;#65A6DA
2218;Pro Vercelli;Italy;43127172;#F6262E;#F8F8F8
510307;Ilves;Finland;129120;#AA9A13;#E9DB1B
14255991;Camba Cuá (Corrientes);Argentina;14037261;#FD1316;#F2F3F4
23439802;Visakha;Cambodia;23084471;#EDEDED;#E9E9E5
135450;Al-Jazira (UAE);United Arab Emirates;7880000;#E3E4E4;#241815
280;OHL;Belgium;2;#FD4F52;#FCFCFC
447;Varazdin;Croatia;129645;#0F72AC;#58A3D1
106818;Pohang;South Korea;136407;#F02D37;#E1E2E3
129846;Nehaj;Croatia;129758;#506794;#5A6D74
5340752;Gombe Utd;Nigeria;13211602;#E6E852;#A9DAEF
20040263;Calgary Foothills;Canada;164028;#5C502A;#272623
23418694;Shabab Al-Ahli;United Arab Emirates;7880000;#A56358;#D15C61
1044;VVV-Venlo;Netherlands;29;#64612B;#E0DD60
14057731;Club Mercedes;Argentina;14037261;#9FA0A2;#CECFD0
20032630;St. Louis;United States;20033732;#042F65;#235088
1012;PEC Zwolle;Netherlands;29;#5CA4D8;#FCFCFC
14230349;Atlético Las Campanas;Argentina;14037263;#04339B;#1C4CB2
72004410;Mississippi Brilla;United States;20047465;#155294;#22DCFC
2073;USON Mondeville;France;20;#FA5360;#F9EFF0
107212;Friburguense;Brazil;19102111;#9F90AE;#4F336B
19179979;EC São Bernardo;Brazil;19102111;#EDEDED;#2C2826
14064699;Huracán (Goya);Argentina;14037263;#9AD6F5;#60B2E1
20047512;Greenville;United States;20047508;#9AD361;#123159
2253;SpVgg Greuther Fürth;Germany;23;#99DCA5;#E3E3E3
85070296;Sablé Football Club;France;50048445;#A9CFE9;#E8E8ED
14077143;Unión (Gral Campos);Argentina;14037263;#A4A2D5;#B4B3D0
2363;SC Genemuiden;Netherlands;862766;#93CFAD;#DDE1DF
98048896;Courgenay;Switzerland;98005771;#F5121A;#06A022
4212658;Santurtzi;Spain;67023613;#9F5CA2;#863487
1173;Spezia;Italy;33;#A9935D;#F8F8F8
24043152;Veli Vrh;Croatia;24000275;#F1A515;#F8D664
2440;Atlético CP;Portugal;83141248;#D7D6A1;#E0DE12
1675;Sabadell;Spain;71;#F9A21D;#9E9E9F
52077895;Titus Pétange;Luxembourg;5340000;#E6E6E5;#A4A4A4
109286;US Sénart-Moissy;France;20;#209BE9;#0079C6
20502997;Pacific FC;Canada;20502998;#5BD9DD;#AE9ECD
85037456;GC Lucciana;France;50046771;#E1585E;#F6F4F4
107280;Niigata Unicorn;Japan;115424;#505F97;#D6B1A7
605;Barnet;United Kingdom;109201;#E8E3DF;#64605B
98009972;Uzwil;Switzerland;98008693;#23529D;#98B0D6
309638;AAC;Brazil;107192;#93A3D2;#EFF1F8
20016868;WSA Winnipeg;Canada;164022;#DB1C1E;#ECDEDE
1162;Pro Sesto;Italy;1400401;#2B5A92;#1B4676
50042130;AF Bobigny;France;19;#132750;#584C6B
591;Derry City;Ireland;129372;#EFA0A4;#EFE4E5
618;Brighton;United Kingdom;11;#B0CBE8;#0861B0
20047501;Hartford;United States;20033732;#022C74;#24519B
37062133;Woezik;Netherlands;37043757;#1D5AA3;#6795CB
70095984;Esenler Erokspor;Turkey;70043163;#DEE91A;#AFD11B
311036;Taubaté;Brazil;19102111;#A6CDEB;#288BD9
14181531;Atlético Ameghino;Argentina;14037263;#E16712;#AF5412
1972;FC Aurillac Arpajon;France;50046767;#241D56;#DC0E26
15060018;Manningham United Blues;Australia;15020175;#5BB0E5;#A3D3F2
1529;Spartak Moscow;Russia;130486;#F595A7;#F4D9DA
2222;Torres;Italy;1400406;#06112C;#D11822
67000063;Torrevieja;Spain;67101198;#A28E5B;#A4A09E
14031196;San Jorge (SF);Argentina;14037261;#198F68;#56B396
1230;Swift Hesperange;Luxembourg;5340022;#EC6A5F;#E5E5E6
137923;Granges;Switzerland;137891;#B8C5E5;#9BAEDD
14037344;Kimberley;Argentina;14037261;#9CCAAB;#5A9E64
1918;Danubio;Uruguay;5512770;#F1F1F1;#6D6D6D
477540;Textilschik Ivanovo;Russia;130487;#E29C9A;#E25F59
2192;Castrovillari;Italy;1400408;#DD1C24;#F9F9F8
58057322;Kaluga;Russia;130489;#275794;#606C95
67109665;Montcada;Spain;67101195;#F31917;#991C28
14017679;Puerto Comercial (Ing W);Argentina;14037263;#1E9E59;#70A58C
1870;Fenerbahçe;Turkey;130286;#E3E3E3;#DBE2E3
239;Lyra Lierse;Belgium;18097865;#F5F4F4;#2F2E2E
740512;FC Castrense;Portugal;83141261;#A1A362;#68A04E
129825;Bedem;Croatia;129757;#D7AD9D;#DDD9E0
314944;Arapongas;Brazil;19102111;#D1E7DC;#2F915E
301151;ATG;Brazil;107191;#F50E23;#F7F7F7
919529;Solidarité Scolaire;Guadeloupe;82062570;#DFA068;#E6E2B5
5280336;3 de Febrero CE;Paraguay;79010962;#F75E67;#FB9AA1
670;Kingstonian;United Kingdom;5103714;#DCD1A4;#5EAED1
5680075;Black Leopards;South Africa;131234;#D1AF54;#A4A19D
902;Uerdingen;Germany;35010926;#FA9A9D;#F56265
1849;Basel;Switzerland;137889;#EB9C1D;#D9D466
3200567;Walhain;Belgium;18097866;#E2A2A4;#B2CEAD
14189570;Atl. Villa Elisa (ER);Argentina;14037263;#F9F9F9;#5D5E5E
791053;Somerset Trojans;Bermuda;82001154;#5D4E33;#1C1711
14123525;Comercio (Sta Sylvina);Argentina;14037263;#9EAAD3;#AEB6D0
5103900;Warrington;United Kingdom;5103716;#0336A4;#1849AE
1593;Ross County;United Kingdom;45;#625EA1;#272073
130778;Audax Italiano;Chile;5250792;#D9D424;#052B9E
72004460;Surrey United;Canada;72005990;#E0959A;#D6686F
55001072;Vila Meã;Portugal;83169225;#DF1912;#EEEEEF
102862;Al-Nassr (KSA);Saudi Arabia;7920263;#CFD4A6;#DDDE58
67096496;Llosetense;Spain;67023620;#ABCEAD;#E5E1DE
433;Hajduk;Croatia;129645;#E3E3E3;#F6EEEB
4212207;Eldense;Spain;67023615;#F4E2E2;#DECFA9
129886;Radnik Krizevci;Croatia;129755;#919CAD;#DBE3DB
43211019;AlbinoGandino;Italy;43064531;#D4222D;#E3E4E4
107238;Villa Nova (MG);Brazil;19102111;#E36166;#EE9FA3
43036954;Budoni;Italy;1400406;#10589D;#3094CE
1953;Rad;Serbia;132321;#A8D2F5;#10121F
102486;Nueva Chicago;Argentina;102422;#080809;#A7A8A9
313251;CSE;Brazil;19102111;#F3A89F;#EF6A5B
24063700;Tehnicar;Croatia;129755;#2E328F;#F7F7F8
169;RAAL La Louvière;Belgium;18097863;#68D596;#48B472
814356;San Fernando de Henares;Spain;67023616;#E5ADA7;#9FD3A7
5727116;Courroux;Switzerland;137891;#AFA7EA;#EC95A1
7800516;Balestier;Singapore;5395850;#A9A9A9;#DDDEDE
14046694;Universitario (Córdoba);Argentina;14037263;#F5F1F1;#9B9999
318864;Crato;Brazil;19102111;#119B63;#6A539F
127787;Qarabag;Azerbaijan;59006943;#E9E0D4;#EFEDE9
70081711;Erbaaspor;Turkey;70043163;#6796D3;#AFCBEB
19020572;Vitória da Conquista;Brazil;19102111;#9FD8A4;#DFF2E2
707;Scunthorpe;United Kingdom;14;#D6A2AD;#E6E0E6
130346;Sakaryaspor;Turkey;463486;#9B9A9B;#E0E2E1
4203018;Yeclano;Spain;72;#EAE99A;#E3E3E2
1474;Belenenses;Portugal;83148877;#EA6268;#A1B3C8
14188356;Real Pilar (ARG);Argentina;14037258;#EFEFEF;#9D9C9E
872;Strasbourg;France;16;#61D6F9;#11A8E7
4212148;C. Durango;Spain;67023613;#F1EAD9;#5D689C
951342;Luján SC;Argentina;14037263;#A58CAB;#9D74A1
82081229;Atlético SF;Dominican Republic;82061057;#C61F34;#082F65
24014012;Sesvete;Croatia;129646;#D79FA0;#EEEAEA
482314;Navbahor;Uzbekistan;59135038;#C81D2B;#ED9FA3
880273;Ober-Roden;Germany;8700660;#666668;#9D9D9E
755792;Notodden;Norway;1300398;#57A6E2;#A1CFF1
137933;Sursee;Switzerland;98005772;#ADADAC;#B1B1B1
1378;Brann;Norway;1300397;#F7D1D2;#F7A2A5
20502149;Aurora FC;Canada;20500261;#E7E15D;#9B975F
2456;Trofense;Portugal;55065659;#F06561;#E2E6E6
1639;Olimpija;Slovenia;7580000;#94D1AB;#E6F4EB
1126;Empoli;Italy;33;#1662A4;#5F99CB
34006836;Saint-Amand FC;France;20;#F6F0D9;#EBD9A9
879408;Oldenburger SV;Germany;35024476;#E09DA4;#695E9A
1844;Östers IF;Sweden;52;#EDE19C;#E4D26A
1676;Cacereño;Spain;67023623;#F1ECA4;#DE9A23
20502983;CS Fabrose;Canada;20035150;#5AA1D6;#AACBE6
1015;Go Ahead;Netherlands;30;#E6DE5B;#AEA764
199;FCV Dender;Belgium;8154824;#E1E1E1;#151617
831235;Sansepolcro;Italy;43064544;#E8EAE9;#E0E0DF
35116399;Hennef;Germany;91109042;#E49798;#E5D8D9
14064640;Atl. Bell Ville;Argentina;14037261;#E2E1E1;#262120
20502988;Cavalry FC;Canada;20502998;#F09C9E;#E56264
8160007;Thes Sport;Belgium;8154824;#0B0C63;#FDF119
149276;ASIL;Cyprus;692431;#A79460;#969597
880465;Rain;Germany;91107111;#F46362;#F6A0A0
814957;Socuéllamos;Spain;67023627;#0B19B0;#FBEC18
59135071;FC Yerevan;Armenia;59006196;#ED9A9D;#DDDADD
1752;Compostela;Spain;67023610;#1BB6F6;#FA204C
67040814;Marino Tenerife;Spain;67023621;#A8B1CD;#E5E5E6
98000168;Echichens;Switzerland;98005770;#618FAE;#A0A3A6
5725175;Cham;Switzerland;98027828;#F90C0F;#F2E861
8712353;Eichede;Germany;35024476;#FB5863;#F6999F
2423;Gondomar;Portugal;55065659;#DFDA27;#ABA95A
427;Atlético Nacional;Colombia;5260948;#98CFB3;#64B18A
1638;Rudar Velenje;Slovenia;7580000;#19AA53;#080705
308939;ADM;Brazil;19102111;#DF96AC;#E5E7E5
4212372;San Roque Lepe;Spain;67023619;#E0AEAC;#E8D5D5
14089832;Camioneros Arg. Norte;Argentina;14037263;#705DAB;#1C156A
527936;Kontich;Belgium;8154770;#F8602C;#F9A027
20500788;Winnipeg Lions;Canada;1301432;#E3E0E0;#A2A0A1
35014188;Seligenporten;Germany;91109039;#F75C67;#FA9FA6
687606;Apol. Paralimniou;Greece;36031104;#6C95CC;#94B2D8
102861;Muharraq;Bahrain;1039313;#FC1B1C;#FB5C5E
120064;Unión Española;Chile;5250792;#F9F015;#121316
1563;Falkirk;United Kingdom;47;#999AA9;#34355F
1775;Valencia;Spain;67;#E90F0E;#FCE933
109017;Fuenlabrada;Spain;68;#F9DE23;#EBEBEC
1096;Maccabi Petach-Tikva;Israel;7860001;#96AEDE;#7091D1
121216;Pfullendorf;Germany;8700660;#F99B99;#F7635F
8700324;Rudolstadt;Germany;8700007;#E5DF53;#EBCC2D
1544;Brechin;United Kingdom;48;#E3E3E3;#9B9A9B
91149163;Oberweikertshofen;Germany;8700660;#4E72A4;#6E8DB4
1917;Cerro;Uruguay;5512770;#9BE3F6;#EDF4F6
5100023;Radcliffe;United Kingdom;5103716;#8E90B5;#636697
36510163;Mons Calpe;Gibraltar;36532636;#EBE9EA;#E3E3E3
561413;St. Mochtas;Ireland;129377;#95A899;#51706A
14031208;Ferro de Olavarría;Argentina;14037263;#E6F5FA;#0CB1F1
311026;Marília;Brazil;19102111;#98E3F7;#6AD2F0
22069955;CSKA-Sofia;Bulgaria;7500000;#F1090A;#FBDD23
35116219;Germania Egestorf;Germany;35102297;#F1F1F2;#9FA0A2
508;Fremad Amager;Denmark;7;#97ACCF;#2A5495
7441045;Bergantiños;Spain;67023610;#1856A5;#D4292E
1024;NAC Breda;Netherlands;30;#EDECD9;#EFE519
607;Barrow;United Kingdom;109201;#E5E7EC;#9EA2AC
1969;AS Cherbourg Football;France;50046774;#232394;#0C0E76
5512155;Churchill Bros;India;5624525;#9D9B9C;#191112
50051827;Pornic Foot;France;20;#9BAFCE;#5C6F9C
84152882;Amical Saint-Prex;Switzerland;98005769;#F5171A;#E75C5F
51029615;Tecos;Mexico;51066838;#F26464;#E72626
301244;Picos;Brazil;19102111;#9BA65C;#E3E057
1300378;FC Inter;Finland;129120;#616061;#9B9A9A
15045006;Mt Druitt Rangers;Australia;130185;#60AB54;#A8D993
4002016;Hendon;United Kingdom;94048276;#1D950C;#97551C
67016669;Jove Español;Spain;67023615;#19712C;#DA6054
14037348;Jorge Newbery (VT);Argentina;14037263;#F50B24;#A2ABD3
23007437;Alpha Utd;Guyana;45082437;#53571E;#8F916C
40026606;Goa;India;1;#E26B0D;#191F6A
1144;Lucchese;Italy;1400400;#E72731;#F5F5F5
15035971;Wollongong Wolves;Australia;130185;#602729;#A95E61
14093729;La Amistad (ARG);Argentina;14037261;#55AA4F;#131614
14031206;Deportivo Roca;Argentina;14037261;#E8A897;#E3DAE5
102489;Talleres Cba.;Argentina;102421;#14205F;#566296
70061796;24Erzincanspor;Turkey;70043162;#E9181B;#A21618
130304;Bandirmaspor;Turkey;463486;#B2939E;#976071
1900096;Windsor TFC;Canada;20500261;#DBE3E7;#9E979D
67109595;Santiago de Compostela;Spain;67101188;#0B94DC;#DEDCAD
85067516;Grand-Quevilly FC;France;50046774;#655E5A;#2A2523
67276609;C.S. Puertollano;Spain;67023627;#1C2A8F;#0C1175
131229;Zhejiang;China;131126;#114F32;#698961
1072;ÍA;Iceland;7840132;#F2E855;#E3E3E3
130375;Batman Petrolspor;Turkey;70043164;#F89CA3;#FA5A65
301182;Caldense;Brazil;19127222;#68A48D;#E1EAE8
20502615;CS St-Hubert;Canada;20035150;#20205B;#605A5E
85012713;A.S Béziers;France;18;#DF6359;#A76965
1301102;Chernomorets (RUS);Russia;130490;#DAEBF3;#A9DAED
130355;Osmanlispor FK;Turkey;463479;#FE1923;#084CA6
82061065;Atlántico FC;Dominican Republic;82061057;#A3D3EC;#1D9AE0
1455;Lech;Poland;129558;#93B1D4;#B2C9E3
109178;El Nacional;Ecuador;80000566;#E0DD52;#EDEDEF
19354764;Real (RS);Brazil;19102111;#E5DD17;#545B89
14006367;Libertad (Sunchales);Argentina;14037261;#F9E618;#6B6011
1564;Forfar;United Kingdom;47;#5B91B0;#69A8CC
37062339;VV Veendam;Netherlands;37066060;#E9E9EA;#9F9F9E
1032;RKC;Netherlands;29;#F3F419;#D7E4ED
30010181;Solihull Moors;United Kingdom;109201;#FAF112;#F1F0F1
23485773;Tianhai;China;130931;#8FACD2;#5A9BCB
133674;Kitchee;Hong Kong;5624449;#64A1D9;#A9C9E7
1017;Helmond;Netherlands;30;#FA2F4A;#1D1D1E
8162188;TVEC Les Sables-d'Olonne;France;20;#FCE41D;#F8F8F8
880467;Rosenheim;Germany;91107111;#F85B64;#FB989D
1751;Huelva;Spain;72;#EEDF97;#6A95CC
65035889;Cape Town City;South Africa;131234;#EBCA6C;#D7B65C
145780;Woodbridge Strikers;Canada;20500261;#A4A8F5;#D7D9F7
98008798;Balerna;Switzerland;137891;#5D5BA0;#2123A5
301296;Baré;Brazil;19102111;#F79595;#FDFEFE
43599648;Sasso Marconi Zola;Italy;1400403;#FEF608;#4E4EAE
911;Dynamo Dresden;Germany;23;#A3101E;#090908
14089892;Deportivo Villalonga;Argentina;14037261;#1415F9;#5E5FED
2444;Oriental;Portugal;55065661;#5E1A22;#EDEDEE
67060727;Villaralbo;Spain;67101202;#A6A6A3;#DEDEDE
85050230;Saint Paul Sport Football;France;20;#A0AED1;#2D4DAA
6600097;Londerzeel;Belgium;18097862;#9D9ECE;#E3E3E3
62126751;Fuzinar;Slovenia;7580001;#E0989D;#ED5D5F
1026;Noordwijk;Netherlands;37059991;#FB5A67;#FD9BA5
2010;Tours FC;France;50046770;#9BD0E4;#E3E3E3
37049002;AZSV;Netherlands;862765;#DAD8D9;#E2D9D8
2217;Pro Patria;Italy;43127172;#EF4E31;#2B8BDA
14057778;Villa Alvear (RE);Argentina;14037261;#DCDEED;#1C2E8A
37006288;Staphorst;Netherlands;862766;#D7DBE0;#D5D6DA
18021101;Wadi Degla;Egypt;12015393;#5D5624;#F4E617
8426573;Andrézieux-Bouthéon FC;France;914523;#244F6B;#0B3551
879217;Dorfmerkingen;Germany;8700002;#E2A2A6;#AA9B9E
956889;Unión (Sunchales);Argentina;108509;#92D7B1;#12A352
2367;Spakenburg;Netherlands;37059991;#5CA4DA;#A8CCE7
20035168;Blainville;Canada;20035150;#99A1AD;#586270
14037234;Defensores (Salto);Argentina;14037261;#1A8D31;#2AA24E
85066864;Besançon Foot;France;50046776;#5161A4;#DD2F77
20018930;Tucson;United States;20047508;#99B5CD;#D0CCB3
86034571;Deportivo La Guaira;Venezuela;86000001;#2C1598;#1D0661
956;TeBe Berlin;Germany;8700008;#581570;#F8F7F8
55001110;1º Dezembro;Portugal;55065661;#A20D0B;#ECEEEF
67204085;Palencia;Spain;115064;#CDA8D2;#E3E4E3
14064717;Dep. Montecaseros;Argentina;14037263;#EDEDED;#A5A3A2
1541;Arbroath;United Kingdom;46;#9C6165;#6F2024
70054569;Nigde Anadolu FK;Turkey;463486;#F85266;#E53649
1704;Córdoba;Spain;72;#E1D69B;#ABC5B1
319164;Metropolitano (SC);Brazil;19102111;#9FD5AA;#006236
301255;Serrano (RJ);Brazil;19102111;#2F1B8E;#130572
5395158;Antigua;Guatemala;87000495;#E0F5E6;#9BDFA6
23311687;HK Pegasus;Hong Kong;5624449;#F6F6F3;#E2E2E3
8832317;LUV;Brazil;107192;#A0B39C;#B7C8B0
70028001;Menemen Spor;Turkey;463479;#A5A4D6;#E1E1E2
5290566;César Vallejo;Peru;5290551;#143056;#26476E
814715;Tenisca;Spain;67023621;#D6CDA4;#D6B09C
102356;Atlante;Mexico;135974;#03336B;#D52153
891;Dinamo Bt.;Georgia;59126495;#152DCE;#031ABA
5261740;Patriotas Boyacá;Colombia;5260948;#5A2228;#9A5E5E
3600077;Lok Leipzig;Germany;91107110;#1D5B9B;#9CA869
1026831;Al-Gharafa;Qatar;5632126;#E3E562;#A4C9AB
1154;Padova;Italy;43127173;#F3545E;#EA9EA3
14255951;Dep. Bowen;Argentina;14037261;#FDEB24;#EC6708
19057187;Red Bull Brasil;Brazil;19102111;#F39FA9;#E7DDE5
43076718;Cannara;Italy;1400404;#D8181A;#0D2949
24043102;Bednja;Croatia;24000262;#3888E1;#DAD1A6
7983718;Rende;Italy;43127174;#F79CA2;#E5141E
1300567;Kalamata;Greece;690094;#0D0C0B;#9A9996
653168;Cepin;Croatia;129757;#F7F0E1;#075B2E
70043025;Usak Spor;Turkey;463486;#E4291C;#27252A
120939;Sol de América;Paraguay;79010950;#A6D0EA;#DEEFF9
23447397;CD Better City;China;1002873;#A62528;#D45257
24043099;Zelengaj DK;Croatia;24000262;#5C976E;#556E59
992;Ajax;Netherlands;29;#F9F9F9;#0E0C0D
130820;Wil;Switzerland;137890;#615D5E;#9A9899
658;Grimsby;United Kingdom;14;#5D5A5B;#A09F9F
313749;ICA;Brazil;19102111;#4C755F;#618573
5100157;Ebbsfleet;United Kingdom;109201;#5C1E1F;#1E0D0E
4212102;Alzira;Spain;67023615;#A1A1A4;#626265
498455;Lori;Armenia;59006196;#226D4C;#528C73
14064709;Fortín Club;Argentina;14037263;#F3EE1B;#9EA325
952734;Defensores Unidos;Argentina;108508;#ABDFFD;#CBF5FC
1852;Sion;Switzerland;137889;#F7240B;#ECA8A3
20030708;FC Motown;United States;20031797;#080909;#D8DAE0
23007333;Old Road (ATG);Antigua and Barbuda;20017552;#49B5E1;#101316
129836;Sloga NG;Croatia;129757;#9DB2CB;#B7C9DD
859;Montpellier;France;16;#DEE6EE;#E2E2E2
14089893;Don Bosco (Zapala);Argentina;14037263;#97ACDC;#E4EAF7
301266;CAX;Brazil;19127222;#9B1361;#AF5091
20041627;Tormenta FC;United States;20047508;#18264C;#E71267
1742;Real San Sebastián;Spain;67;#988D58;#E0E0E0
301113;Atlético (BA);Brazil;19102111;#E4E4E4;#616362
98009987;Richemond;Switzerland;137891;#0FAA50;#F65954
521;Vendsyssel FF;Denmark;7;#121F6D;#A8ACCE
1206;Balzers;Liechtenstein;5724966;#180A6F;#FDFA1A
130354;Boluspor;Turkey;463479;#FB9D9A;#FC6863
43204708;Nuova Santegidiese;Italy;43104614;#F3EC29;#F0EF4B
727;Torquay;United Kingdom;109201;#2B6AD2;#1553B8
301226;Rio Branco (PR);Brazil;19102111;#F99FA4;#F85E66
2231;Vis Pesaro;Italy;43127173;#F4A09E;#F1211E
1242;Hamrun S.;Malta;2300050;#9C212E;#959997
23404948;TZ Yuanda;China;1002872;#092B5D;#0E60A9
47094382;Riteriai;Lithuania;2300046;#555F10;#ECFB19
13112869;CF Mounana;Gabon;13211630;#11602D;#2B9151
130837;DSV Leoben;Austria;16000659;#A0C5AD;#8B9EAD
43315321;Real Giulianova;Italy;1400405;#FBEC24;#FA2F50
661;Hartlepool;United Kingdom;109201;#2D4CA8;#4C6DCB
107205;ABF;Brazil;107192;#241F1E;#A2A0A0
109210;Accrington;United Kingdom;13;#E6A699;#D86C56
4200483;Sanse;Spain;69;#E5D7B0;#F6F0E8
1512093;Céltiga;Spain;67101188;#CD2923;#DC5B57
1678;Leganés;Spain;67;#EBD3AD;#E5DDCD
1920;Liverpool de Montevideo;Uruguay;5512770;#315A98;#E2E4E5
1551;Cove Rangers;United Kingdom;48;#D65B61;#A2AA9A
981790;AAC Eagles;United States;981781;#9D5E61;#160E10
14089903;Sapere (ARG);Argentina;14037263;#0E0D0F;#9F9597
98000340;Hergiswil;Switzerland;98005772;#E7A2AA;#E2E3E3
14061798;Coronel Brandsen;Argentina;14037263;#E8D4D6;#A39FA0
1055;Ferencváros;Hungary;7520391;#A28F26;#DBD3A2
314774;GFL;Brazil;19102111;#96AED0;#C5CFDC
14093703;Instituto Santiago;Argentina;14037263;#E36262;#E2A5A7
951314;Def. Cambaceres;Argentina;14037262;#E90E28;#F496A3
877206;Lippstadt;Germany;35010927;#100F0F;#EEECEC
67128847;Alcobendas C.F.;Spain;67101200;#E55C5C;#D3B2B4
2427;Benfica CB;Portugal;55065660;#DEE0DF;#EEEDEB
880293;Freiberg;Germany;8700002;#659FD0;#ABC9E5
8154745;Hamoir;Belgium;18097863;#A9AB99;#063959
137924;Bienne;Switzerland;5724965;#E2061D;#ECEDED
43157041;Felino;Italy;43064524;#A05568;#663655
736258;Mafra;Portugal;61;#F1F913;#18A65C
57066631;Chindia Târgoviste;Romania;7540024;#FD051D;#2499E8
5340770;US Forces Armées;Burkina Faso;13211662;#E4526D;#F75C8A
1300301;Banik Ostrava;Czech Republic;131287;#0A68A7;#E70D29
126415;Bjelovar;Croatia;129755;#E8A99F;#ECEAE9
85066357;AS Algrange;France;20;#A5A6CC;#B1252E
14189562;CRIBA;Argentina;14037263;#95ABDB;#2150B1
108531;Estudiantes (BA);Argentina;102422;#9E9E9F;#696969
1300490;Sydney FC;Australia;129985;#DFF0FC;#6FAFE0
965366;Huracán (CR);Argentina;14037261;#E2A8A9;#ECCBCB
50050954;SR Colmar;France;20;#96D0AE;#E7EAE9
1599;Stirling;United Kingdom;48;#E7A2A5;#E3E3E3
58126756;Veles;Russia;130488;#97DDF8;#902C4F
135410;Al-Ahli (QAT);Qatar;5632126;#1C1D15;#F0F7ED
7861717;Marmorek;Israel;42016164;#F49AAA;#EF5570
498471;Akzhaiyk;Kazakhstan;59010820;#D11721;#E05F68
14064711;Coronel Aguirre;Argentina;14037263;#1A9719;#FAFAFB
91156849;Osterhofen;Germany;8700660;#199250;#E9E8E8
5385315;Liberia;Costa Rica;80000564;#F4D75D;#EDDF9D
130367;Giresunspor;Turkey;463479;#A4CAA6;#91B592
72022091;FC Buffalo;United States;20031799;#324C92;#4C66AA
70078171;Tuzlaspor;Turkey;463486;#97AAE5;#5270D6
24016756;Metkovic;Croatia;24000276;#1C559C;#E32720
77060049;Carlos Stein;Peru;5290552;#F8FA1F;#05A0EF
1200689;Blooming;Bolivia;86000000;#E3D9C7;#12AEFB
1301374;Mladost;Serbia;132321;#28A2E1;#50CDFD
202;Heist;Belgium;8154824;#9CA6DC;#E3E3E3
70061816;Nevsehir Bld.;Turkey;70043164;#E61714;#93ADEC
1847;Young Boys;Switzerland;137889;#61591B;#E3E3E3
7400958;Tai Po;Hong Kong;5624449;#A6EACA;#6AD09F
1688;Alavés;Spain;67;#0427A4;#2555D0
135248;Tadamun (KUW);Kuwait;23063354;#5B5DAE;#999CD1
43012492;Gelbison;Italy;1400407;#EA0923;#213390
14089829;Dep. Tabacal;Argentina;14037261;#EC122C;#E9ABB3
129888;Pitomaca;Croatia;24000267;#1D225C;#E3E3E3
149275;Akritas;Cyprus;692431;#90D3B3;#1BA461
20502205;FC Ukraine United;Canada;1900171;#1FA3D9;#649A9C
8711052;Hanau;Germany;8700003;#E1E0E0;#A5A3A3
97208550;Chainat Hornbill;Thailand;5637986;#E5E4E0;#A3A1A0
4212419;Tudelano;Spain;70;#E1D4A4;#F5F4EF
4212316;At. Arteixo;Spain;115064;#EBD89F;#ECE9E3
98029157;Gunzwil;Switzerland;137891;#9F9E5C;#9B982A
67000058;Rapitenca;Spain;67196503;#DEE9F3;#B0CCE9
8150356;Spouwen;Belgium;18097862;#689C97;#B1C6D8
8161362;Westhoek;Belgium;18097860;#FA5A62;#FBFBFB
914544;CMS Oissel;France;914522;#1795DF;#0677C9
43269838;Marina di Ragusa;Italy;1400408;#92A0AE;#E3E3E3
98000113;Blue Stars ZH;Switzerland;98005773;#9DB1D7;#E3E2E2
98009966;Mels;Switzerland;137891;#106AA6;#F4F221
879246;Walluf;Germany;8700660;#632624;#9E2A25
67180027;Badajoz;Spain;72;#182AF8;#F7F7F7
879743;Halberstadt;Germany;91107110;#F2E962;#0E0E08
86018286;Mushuc Runa;Ecuador;80000566;#659A6D;#E29F98
693;Notts Co;United Kingdom;109201;#A89569;#696460
7446413;Arroyo;Spain;67023623;#E3E3E3;#A4A7A6
14028710;Alianza de Cutral Có;Argentina;14037261;#90E1F1;#DAE7EA
67276805;Tamaraceite;Spain;67023621;#979AB4;#A2A5C8
121184;BFC Dynamo;Germany;91107110;#261E1F;#605A5C
8626853;Desportivo Huíla;Angola;12034515;#A6A55F;#EE5E58
98000289;Black Stars Basel;Switzerland;98027828;#050505;#9A9A9A
814980;Torrijos;Spain;67023627;#E8E4DE;#AAA9A6
67118675;A. Sagunto;Spain;67023615;#F8DC13;#686A67
301245;RIV;Brazil;19127222;#F2F1F1;#131314
